,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Segment,age,age_group
2623,2635,Arty,Mac Geaney,Male,45,1959-01-03,Nurse,Retail,Mass Customer,N,No,14.0,13 Dexter Lane,3279,VIC,Australia,8,Platinum,59,50-59
2624,2636,Carly,Struys,Female,35,1974-01-05,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,14.0,701 Talisman Crossing,2000,NSW,Australia,10,Bronze,44,40-49
2625,2637,Marcile,Christley,Female,28,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,518 Colorado Trail,2100,NSW,Australia,10,Platinum,45,40-49
2626,2638,Moritz,Brognot,Male,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,3 Forest Dale Lane,2100,NSW,Australia,11,Platinum,40,40-49
2627,2639,Mufi,O'Kielt,Female,70,1986-07-03,Geologist IV,Entertainment,Mass Customer,N,Yes,10.0,9 Huxley Hill,4503,QLD,Australia,6,Gold,31,30-39
2628,2640,Curran,McMeekan,Male,75,1978-08-24,Computer Systems Analyst IV,Entertainment,Affluent Customer,N,No,12.0,55 Fordem Street,3147,VIC,Australia,10,Platinum,39,30-39
2629,2641,Vina,Tackell,Female,71,1977-03-22,Software Test Engineer I,Entertainment,Mass Customer,N,Yes,12.0,52753 Logan Hill,2031,NSW,Australia,12,Gold,40,40-49
2630,2642,Arabelle,Rentelll,Female,36,1989-10-11,VP Accounting,Financial Services,High Net Worth,N,No,7.0,3 Old Gate Hill,4106,QLD,Australia,5,Bronze,28,20-29
2631,2643,Dulsea,Maffi,Female,53,1989-10-11,Nurse,Financial Services,Affluent Customer,N,No,18.0,42 Manitowish Hill,4352,QLD,Australia,5,Bronze,28,20-29
2632,2644,Brooke,Alastair,Male,72,1977-09-03,VP Sales,IT,Mass Customer,N,No,12.0,008 6th Center,3141,VIC,Australia,7,Bronze,40,40-49
2633,2645,Ado,Yaldren,Male,20,2000-06-26,Technical Writer,IT,High Net Worth,N,Yes,1.0,78 Shasta Place,2135,NSW,Australia,12,Silver,17,<20
2634,2646,Jesselyn,Di Biaggi,Female,14,1972-10-11,Sales Representative,Retail,Mass Customer,N,Yes,17.0,40 Veith Circle,4701,QLD,Australia,1,Silver,45,40-49
2635,2647,Marcelia,Blannin,Female,1,1998-05-09,Physical Therapy Assistant,IT,High Net Worth,N,No,7.0,10 Kedzie Pass,2770,NSW,Australia,7,Gold,19,<20
2636,2648,Saunder,Newens,Male,60,1998-05-09,Account Representative I,IT,Affluent Customer,N,No,1.0,736 Tomscot Center,4503,QLD,Australia,5,Silver,19,<20
2637,2649,Merwyn,MacPhail,Male,7,1986-01-16,Dental Hygienist,Health,Affluent Customer,N,Yes,20.0,9521 Old Shore Trail,2769,NSW,Australia,10,Silver,31,30-39
2638,2650,Candice,Patriskson,Female,33,1995-08-20,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10.0,99 Homewood Place,4213,QLD,Australia,8,Gold,22,20-29
2639,2651,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,6876 Mandrake Avenue,2298,NSW,Australia,6,Platinum,39,30-39
2640,2652,Kelbee,Bernat,Male,96,1957-12-15,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,15.0,16 Hudson Alley,2234,NSW,Australia,10,Gold,60,60-69
2641,2653,Aylmer,Glenwright,Male,80,1995-01-05,Food Chemist,Health,Affluent Customer,N,No,1.0,7163 2nd Point,3931,VIC,Australia,8,Platinum,23,20-29
2642,2654,Dawn,Yakovitch,Female,83,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,No,13.0,30 Parkside Terrace,2210,NSW,Australia,10,Platinum,40,40-49
2643,2655,York,Strongman,Male,56,1966-06-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15.0,19 Fairview Road,4012,QLD,Australia,3,Gold,51,50-59
2644,2656,Halli,Littledike,Female,80,1959-05-02,Statistician III,Manufacturing,Mass Customer,N,Yes,10.0,444 Spaight Crossing,3070,VIC,Australia,10,Platinum,58,50-59
2645,2657,Coop,Stancer,Male,20,1991-12-16,Recruiter,Manufacturing,Mass Customer,N,No,5.0,447 Delaware Park,3911,VIC,Australia,5,Bronze,26,20-29
2646,2658,Inger,Barnham,Female,82,1964-02-11,Professor,Manufacturing,Mass Customer,N,Yes,6.0,96 Dayton Park,2190,NSW,Australia,9,Silver,53,50-59
2647,2659,Konstance,Elgey,Female,81,1974-06-14,Professor,Argiculture,High Net Worth,N,Yes,11.0,882 Mitchell Place,4151,QLD,Australia,4,Platinum,43,40-49
2648,2661,Dorrie,Meaden,Female,59,1976-12-26,VP Marketing,Financial Services,High Net Worth,N,Yes,12.0,17 South Crossing,2770,NSW,Australia,7,Gold,41,40-49
2649,2662,Louisette,Cullimore,Female,53,1977-12-21,Accountant IV,Property,Mass Customer,N,Yes,16.0,648 Rigney Pass,2460,NSW,Australia,2,Platinum,40,40-49
2650,2663,Royce,Pietrowicz,Male,69,1956-08-01,Environmental Tech,Health,Mass Customer,N,Yes,19.0,1 Ronald Regan Hill,2756,NSW,Australia,8,Gold,61,60-69
2651,2664,Raynor,Olech,Male,83,1966-01-16,Engineer II,Health,Mass Customer,N,No,15.0,359 Briar Crest Road,2155,NSW,Australia,10,Gold,51,50-59
2652,2665,Seth,Murdie,Male,43,1965-03-28,Project Manager,Telecommunications,Mass Customer,N,Yes,17.0,4543 Service Terrace,2566,NSW,Australia,8,Silver,52,50-59
2653,2666,Lyle,Eager,Male,2,1971-02-16,Occupational Therapist,Health,Mass Customer,N,No,9.0,0 Knutson Crossing,2151,NSW,Australia,8,Bronze,46,40-49
2654,2667,Randene,Brown,Female,65,1958-07-17,Product Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,28156 School Park,3188,VIC,Australia,10,Silver,59,50-59
2655,2668,Allan,Govan,Male,27,1978-07-26,Senior Quality Engineer,Health,Mass Customer,N,No,18.0,920 Manley Crossing,4226,QLD,Australia,8,Bronze,39,30-39
2656,2669,Carrol,Jordin,Male,95,1995-02-18,Business Systems Development Analyst,Property,Affluent Customer,N,No,1.0,38 Armistice Lane,3250,VIC,Australia,2,Bronze,22,20-29
2657,2670,Cam,MacFadyen,Male,53,1977-05-13,VP Accounting,Financial Services,High Net Worth,N,Yes,18.0,6988 Waxwing Hill,4700,QLD,Australia,3,Bronze,40,40-49
2658,2671,Bridget,Bussons,Female,11,1990-11-09,Analyst Programmer,Financial Services,Mass Customer,N,No,11.0,84 Southridge Lane,2799,NSW,Australia,2,Platinum,27,20-29
2659,2672,Talbert,Folliss,Male,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,No,4.0,8 Eagle Crest Circle,2137,NSW,Australia,12,Platinum,31,30-39
2660,2673,Esma,McOwen,Female,27,1985-04-20,Software Consultant,Health,Mass Customer,N,Yes,14.0,571 Golf Alley,2650,NSW,Australia,5,Silver,32,30-39
2661,2674,Lynsey,Broady,Female,59,1993-02-12,Food Chemist,Health,High Net Worth,N,No,5.0,52408 Autumn Leaf Road,3030,VIC,Australia,7,Silver,24,20-29
2662,2675,Dayle,Girardetti,Female,24,1973-02-25,Media Manager IV,Retail,Mass Customer,N,No,7.0,4 Loomis Hill,2527,NSW,Australia,7,Silver,44,40-49
2663,2676,Stinky,Marlen,Male,33,1957-01-21,Product Engineer,Retail,Mass Customer,N,Yes,12.0,1411 Jenifer Center,4670,QLD,Australia,3,Gold,60,60-69
2664,2677,Zollie,Exell,Male,34,1954-10-08,Sales Associate,Financial Services,Mass Customer,N,No,10.0,336 Fordem Trail,2088,NSW,Australia,12,Gold,63,60-69
2665,2678,Amble,Tandy,Male,33,1976-12-30,Sales Associate,Health,Mass Customer,N,No,11.0,59 Hoepker Lane,3191,VIC,Australia,11,Silver,41,40-49
2666,2679,Padriac,Apple,Male,5,1990-06-06,Director of Sales,Financial Services,High Net Worth,N,No,10.0,2864 Corscot Parkway,2756,NSW,Australia,8,Silver,27,20-29
2667,2680,Noella,Firk,Female,0,1959-05-11,Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,4658 Tennessee Street,3121,VIC,Australia,11,Platinum,58,50-59
2668,2681,Liza,LeEstut,Female,78,1974-09-15,Programmer Analyst III,Manufacturing,Affluent Customer,N,Yes,18.0,53485 Sycamore Junction,3192,VIC,Australia,8,Silver,43,40-49
2669,2682,Annamarie,Bouzan,Female,54,1987-11-01,Accountant III,Manufacturing,High Net Worth,N,Yes,20.0,446 Warrior Pass,4740,QLD,Australia,5,Gold,30,30-39
2670,2683,Myrta,Rentilll,Female,81,1965-04-14,Biostatistician II,Manufacturing,Affluent Customer,N,Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,Gold,52,50-59
2671,2684,Erastus,Payley,Male,96,1964-03-14,Health Coach IV,Health,Mass Customer,N,Yes,12.0,111 Hooker Avenue,4860,QLD,Australia,2,Platinum,53,50-59
2672,2685,Demetria,Shoobridge,Female,42,1978-08-06,Automation Specialist II,Health,Mass Customer,N,No,9.0,51 Dixon Court,2570,NSW,Australia,8,Gold,39,30-39
2673,2686,Cully,Takos,Male,63,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0,16639 Bunting Circle,3174,VIC,Australia,8,Platinum,21,20-29
2674,2687,Fabe,Smallbone,Male,67,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,40923 Truax Drive,2208,NSW,Australia,10,Gold,55,50-59
2675,2688,Shelden,Lorent,Male,53,1977-05-18,Database Administrator III,Property,Mass Customer,N,No,13.0,22 Moulton Place,4878,QLD,Australia,4,Bronze,40,40-49
2676,2689,Tore,Doerr,Male,17,1978-03-23,Senior Developer,Property,Mass Customer,N,No,10.0,52541 Lakewood Gardens Court,3922,VIC,Australia,2,Silver,39,30-39
2677,2690,Sissie,Giordano,Female,17,1980-11-06,Registered Nurse,Health,Affluent Customer,N,Yes,12.0,39746 Eliot Center,2177,NSW,Australia,9,Silver,37,30-39
2678,2691,Stearn,Boutton,Male,41,1975-11-03,Librarian,Entertainment,Mass Customer,N,No,18.0,7 Springview Lane,2256,NSW,Australia,6,Gold,42,40-49
2679,2692,Jacklyn,Bromehed,Female,57,1988-12-19,Research Associate,Health,High Net Worth,N,Yes,22.0,8658 Maple Wood Plaza,3020,VIC,Australia,7,Bronze,29,20-29
2680,2693,Abram,Phillipson,Male,91,1968-04-11,Research Assistant III,Health,High Net Worth,N,Yes,16.0,03 Old Shore Terrace,4078,QLD,Australia,7,Silver,49,40-49
2681,2694,Teddi,De la Yglesias,Female,48,1985-12-28,Quality Engineer,Retail,Mass Customer,N,No,6.0,99565 Warrior Alley,4510,QLD,Australia,3,Bronze,32,30-39
2682,2695,Kippy,Heater,Female,88,1976-08-16,Statistician II,Manufacturing,Mass Customer,N,Yes,19.0,718 Fair Oaks Point,2068,NSW,Australia,12,Platinum,41,40-49
2683,2696,Isabelle,Bursnoll,Female,42,1974-06-15,Social Worker,Health,Mass Customer,N,Yes,7.0,0 Little Fleur Avenue,4031,QLD,Australia,8,Silver,43,40-49
2684,2697,Klarika,Yerby,Female,70,1974-06-15,Legal Assistant,IT,High Net Worth,N,No,7.0,541 Southridge Trail,2067,NSW,Australia,12,Gold,43,40-49
2685,2698,Nedi,MacClay,Female,19,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0,77196 West Crossing,2166,NSW,Australia,8,Platinum,43,40-49
2686,2699,Michal,Woltering,Male,93,1978-05-25,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,16.0,7 Fordem Point,3057,VIC,Australia,7,Bronze,39,30-39
2687,2700,Ingaberg,Cornillot,Female,22,1994-11-24,GIS Technical Architect,Manufacturing,Mass Customer,N,No,2.0,58 Shelley Crossing,2570,NSW,Australia,8,Bronze,23,20-29
2688,2701,Ileana,Timms,Female,13,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0,41 Westport Center,3280,VIC,Australia,4,Platinum,57,50-59
2689,2702,Saraann,Gilliard,Female,34,1976-11-30,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0,8598 Nova Parkway,2758,NSW,Australia,9,Platinum,41,40-49
2690,2703,Peria,Amis,Female,37,1980-04-12,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18.0,4826 Crowley Park,2779,NSW,Australia,7,Gold,37,30-39
2691,2704,Orlando,Gniewosz,Male,6,1999-02-08,Account Representative IV,Retail,Affluent Customer,N,Yes,3.0,3 Vermont Alley,2261,NSW,Australia,5,Bronze,18,<20
2692,2705,Madalena,MacCaughey,Female,11,1996-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,3.0,7107 Manitowish Road,4815,QLD,Australia,2,Platinum,21,20-29
2693,2706,Kelly,Bilyard,Male,59,1964-07-21,Desktop Support Technician,Retail,Affluent Customer,N,No,6.0,9304 Birchwood Junction,2070,NSW,Australia,12,Bronze,53,50-59
2694,2707,Tabb,Haberjam,Male,56,1988-12-26,Account Coordinator,Property,High Net Worth,N,Yes,5.0,91655 Rowland Point,4123,QLD,Australia,8,Silver,29,20-29
2695,2708,Sophey,Wawer,Female,34,1980-06-18,Product Engineer,Property,Mass Customer,N,Yes,10.0,76 Aberg Hill,3028,VIC,Australia,6,Bronze,37,30-39
2696,2709,Simone,Boanas,Male,6,1995-03-20,Biostatistician II,Financial Services,High Net Worth,N,No,6.0,6418 Sachs Trail,2810,NSW,Australia,1,Bronze,22,20-29
2697,2710,Flory,Standering,Male,77,1998-01-30,Biostatistician II,Retail,Mass Customer,N,No,2.0,86445 Bonner Junction,4660,QLD,Australia,3,Silver,19,<20
2698,2711,Steven,Keetley,Male,52,1970-08-31,Biostatistician II,Health,Affluent Customer,N,No,6.0,9235 Walton Park,2095,NSW,Australia,11,Silver,47,40-49
2699,2712,Carissa,Hassent,Female,0,1987-06-26,Tax Accountant,Manufacturing,High Net Worth,N,Yes,11.0,18652 Springs Plaza,2259,NSW,Australia,7,Gold,30,30-39
2700,2713,Hadlee,Mackro,Male,55,1954-11-03,Statistician II,Retail,Affluent Customer,N,Yes,5.0,29895 Crest Line Point,2049,NSW,Australia,11,Bronze,63,60-69
2701,2714,Emmy,Jenton,Female,50,1998-03-17,Occupational Therapist,Health,High Net Worth,N,Yes,1.0,65 Sunbrook Road,2284,NSW,Australia,4,Silver,19,<20
2702,2715,Umberto,Cappineer,Male,27,1962-11-14,Civil Engineer,Manufacturing,Affluent Customer,N,No,11.0,75 Loftsgordon Hill,3147,VIC,Australia,11,Silver,55,50-59
2703,2716,Claribel,McGown,Female,46,1967-07-14,Systems Administrator I,Entertainment,Mass Customer,N,No,7.0,122 Chinook Center,2112,NSW,Australia,11,Bronze,50,50-59
2704,2717,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,6994 Hanson Place,2580,NSW,Australia,5,Platinum,36,30-39
2705,2718,Vernen,Hakonsen,Male,69,1976-12-12,Software Test Engineer II,Health,High Net Worth,N,Yes,14.0,00662 Ludington Court,3228,VIC,Australia,9,Silver,41,40-49
2706,2719,Alleyn,Clear,Male,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0,62 Linden Drive,4209,QLD,Australia,4,Bronze,29,20-29
2707,2720,Shirline,Yellowlee,Female,0,1983-09-02,Account Coordinator,Retail,High Net Worth,N,No,10.0,831 Daystar Circle,2038,NSW,Australia,12,Bronze,34,30-39
2708,2721,Alf,Farnie,Male,3,1969-02-03,Associate Professor,Manufacturing,Mass Customer,N,Yes,17.0,1 Forest Junction,2620,NSW,Australia,10,Bronze,48,40-49
2709,2722,Faustine,Peert,Female,1,1987-03-28,Associate Professor,Health,Mass Customer,N,No,8.0,8 Bobwhite Court,3127,VIC,Australia,10,Silver,30,30-39
2710,2723,Morganne,Smitham,Female,71,1978-04-20,Associate Professor,Manufacturing,Mass Customer,N,Yes,18.0,8941 Harbort Point,2148,NSW,Australia,9,Platinum,39,30-39
2711,2724,Gerome,Dutteridge,Male,92,1994-01-10,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,4.0,3 Independence Street,4073,QLD,Australia,6,Bronze,23,20-29
2712,2725,Sibylla,Langmuir,Female,20,1965-06-19,Senior Quality Engineer,Property,Affluent Customer,N,No,11.0,8 Holmberg Street,2444,NSW,Australia,7,Bronze,52,50-59
2713,2726,Bradford,Monkton,Male,49,1976-03-18,Administrative Officer,Financial Services,Affluent Customer,N,No,4.0,15776 Thackeray Alley,2261,NSW,Australia,7,Platinum,41,40-49
2714,2727,Kim,Gabbitis,Female,88,1988-07-22,Administrative Officer,Financial Services,High Net Worth,N,Yes,2.0,05 Lerdahl Place,4215,QLD,Australia,6,Gold,29,20-29
2715,2728,Imojean,Atyeo,Female,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,512 Forest Run Center,3188,VIC,Australia,11,Platinum,58,50-59
2716,2729,Meggi,Shipcott,Female,76,2000-05-10,General Manager,IT,Mass Customer,N,Yes,1.0,304 Moland Street,3810,VIC,Australia,5,Platinum,17,<20
2717,2730,Taddeo,Karlicek,Male,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,N,No,11.0,63 International Drive,4165,QLD,Australia,7,Gold,57,50-59
2718,2731,Meagan,Ferry,Female,74,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,Yes,1.0,04 Schmedeman Court,2196,NSW,Australia,10,Bronze,17,<20
2719,2732,Clarine,Yushkin,Female,36,1961-03-01,Help Desk Operator,Health,Mass Customer,N,No,7.0,5705 Spaight Place,3067,VIC,Australia,9,Platinum,56,50-59
2720,2733,Jordanna,Skyme,Female,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17.0,81254 Buhler Trail,4740,QLD,Australia,2,Platinum,32,30-39
2721,2734,Hetty,Thormann,Female,35,1957-03-07,Associate Professor,Manufacturing,High Net Worth,N,No,10.0,27 Fuller Trail,2233,NSW,Australia,8,Bronze,60,60-69
2722,2735,Ricoriki,Burree,Male,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,Yes,14.0,313 Mifflin Center,4504,QLD,Australia,5,Bronze,59,50-59
2723,2736,Max,Awcock,Male,40,1993-01-18,Accounting Assistant IV,Financial Services,Affluent Customer,N,Yes,9.0,18 Logan Alley,2159,NSW,Australia,11,Silver,24,20-29
2724,2737,Andras,Yurocjkin,Male,28,1998-07-20,Research Nurse,Retail,Mass Customer,N,Yes,3.0,86 Hansons Parkway,2211,NSW,Australia,8,Platinum,19,<20
2725,2738,Lurleen,Shoebridge,Female,77,1997-01-06,Research Nurse,Health,Mass Customer,N,No,5.0,8476 Village Green Park,2774,NSW,Australia,9,Silver,21,20-29
2726,2739,Alair,Cullingford,Male,48,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15.0,45454 Spenser Center,3149,VIC,Australia,12,Bronze,32,30-39
2727,2740,Godiva,Bulward,Female,61,1963-02-02,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,28820 Monica Circle,2226,NSW,Australia,7,Platinum,54,50-59
2728,2741,Reinwald,Sinkins,Male,6,1999-02-28,Statistician II,Property,High Net Worth,N,No,4.0,259 Summerview Center,4740,QLD,Australia,2,Bronze,18,<20
2729,2742,Osgood,Risby,Male,50,1979-04-14,Actuary,Financial Services,High Net Worth,N,Yes,15.0,82206 Dennis Place,4124,QLD,Australia,8,Bronze,38,30-39
2730,2743,Carr,Muckley,Male,67,1979-05-25,Social Worker,Health,High Net Worth,N,Yes,20.0,5837 Hayes Court,2113,NSW,Australia,11,Bronze,38,30-39
2731,2744,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,33297 Hoepker Way,2843,NSW,Australia,1,Bronze,18,<20
2732,2745,Moyra,Mount,Female,8,1977-01-06,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18.0,198 Garrison Pass,2767,NSW,Australia,8,Bronze,41,40-49
2733,2746,Carmelia,Egle of Germany,Female,97,1953-10-25,Actuary,Financial Services,High Net Worth,N,Yes,7.0,77 Golf Course Junction,3027,VIC,Australia,8,Bronze,64,60-69
2734,2747,Anna-diane,Crumpe,Female,5,1955-09-23,Software Test Engineer III,Financial Services,Affluent Customer,N,No,11.0,5 Lakewood Gardens Court,2118,NSW,Australia,9,Platinum,62,60-69
2735,2748,Dolorita,Dufaur,Female,96,1967-08-29,Quality Engineer,Financial Services,Mass Customer,N,No,4.0,4320 Toban Avenue,2260,NSW,Australia,11,Silver,50,50-59
2736,2749,Cale,Cunningham,Male,3,1979-01-12,Sales Representative,Retail,Mass Customer,N,No,5.0,129 Mallory Junction,2196,NSW,Australia,10,Bronze,38,30-39
2737,2750,Sybille,Maddison,Female,42,1980-10-18,Sales Associate,Property,High Net Worth,N,No,20.0,68730 Hermina Place,3130,VIC,Australia,10,Platinum,37,30-39
2738,2751,Cordell,Coxhell,Male,94,1979-07-27,Sales Associate,Retail,High Net Worth,N,Yes,12.0,25 Ronald Regan Point,4035,QLD,Australia,7,Platinum,38,30-39
2739,2752,Cissiee,Jobern,Female,11,1960-05-10,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,79 Eggendart Trail,3977,VIC,Australia,8,Silver,57,50-59
2740,2753,Bale,Ney,Male,26,1985-02-12,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,744 Hazelcrest Way,2155,NSW,Australia,9,Platinum,32,30-39
2741,2754,Waring,Selwyn,Male,17,1963-06-23,Chief Design Engineer,Retail,Mass Customer,N,No,11.0,91973 Boyd Street,2287,NSW,Australia,7,Silver,54,50-59
2742,2755,Karen,La Wille,Female,66,1999-07-28,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1.0,2241 Pearson Plaza,4503,QLD,Australia,6,Platinum,18,<20
2743,2756,Cymbre,Sloey,Female,11,1969-01-17,Operator,Entertainment,Mass Customer,N,No,8.0,244 Burrows Center,3088,VIC,Australia,9,Silver,48,40-49
2744,2757,Leodora,Carillo,Female,65,1961-02-18,Operator,Financial Services,Affluent Customer,N,No,8.0,2992 Scott Hill,3046,VIC,Australia,8,Bronze,56,50-59
2745,2758,Fabien,Whittlesea,Male,17,1955-05-24,Operator,Manufacturing,Affluent Customer,N,No,19.0,5565 Park Meadow Trail,2155,NSW,Australia,9,Bronze,62,60-69
2746,2759,Melodee,Hendrik,Female,16,2001-11-14,Operator,Health,Affluent Customer,N,Yes,1.0,68111 Bartillon Court,3995,VIC,Australia,3,Silver,16,<20
2747,2760,Early,Saggs,Male,55,1976-04-19,Teacher,Property,Mass Customer,N,No,11.0,18 School Alley,4655,QLD,Australia,3,Gold,41,40-49
2748,2761,Agathe,Weafer,Female,78,1961-11-11,Information Systems Manager,Financial Services,Mass Customer,N,No,19.0,8 Anderson Lane,2214,NSW,Australia,9,Platinum,56,50-59
2749,2762,Rozamond,Franceschino,Female,34,1992-11-27,Actuary,Manufacturing,Mass Customer,N,No,9.0,2121 Dapin Center,3977,VIC,Australia,7,Platinum,25,20-29
2750,2763,Dalila,Snawdon,Female,30,1979-03-04,Actuary,Financial Services,Mass Customer,N,Yes,10.0,5772 Ridgeway Place,3066,VIC,Australia,10,Gold,38,30-39
2751,2764,Callie,Coltart,Female,12,1955-03-29,Financial Advisor,Financial Services,Mass Customer,N,Yes,20.0,1 Wayridge Park,4301,QLD,Australia,1,Bronze,62,60-69
2752,2765,Bartholomew,Gowdy,Male,68,1985-04-12,Financial Advisor,IT,Mass Customer,N,Yes,7.0,10369 Sunbrook Way,4051,QLD,Australia,8,Gold,32,30-39
2753,2766,Rozanna,Chartman,Female,93,1989-03-19,Financial Advisor,Financial Services,High Net Worth,N,Yes,8.0,95 Meadow Valley Plaza,2203,NSW,Australia,9,Platinum,28,20-29
2754,2767,Sybil,Scramage,Female,84,1988-02-22,Desktop Support Technician,Property,High Net Worth,N,No,22.0,14 Pennsylvania Alley,2225,NSW,Australia,10,Bronze,29,20-29
2755,2768,Forest,Knowling,Male,86,1995-09-26,Executive Secretary,Manufacturing,Mass Customer,N,No,3.0,9 Cascade Junction,2016,NSW,Australia,12,Gold,22,20-29
2756,2769,Trevor,Itschakov,Male,31,1978-09-10,Product Engineer,Manufacturing,Affluent Customer,N,Yes,15.0,077 Clemons Road,2203,NSW,Australia,11,Gold,39,30-39
2757,2770,Olvan,Loadwick,Male,24,1977-01-30,VP Quality Control,Manufacturing,High Net Worth,N,Yes,13.0,3 Buena Vista Crossing,2444,NSW,Australia,6,Platinum,40,40-49
2758,2771,Jamie,Gildersleeve,Female,6,1969-10-05,Recruiting Manager,Retail,Affluent Customer,N,Yes,10.0,83007 Bartillon Lane,2830,NSW,Australia,4,Gold,48,40-49
2759,2772,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,N,Yes,13.0,542 Hayes Plaza,2750,NSW,Australia,9,Silver,63,60-69
2760,2773,Page,Farthin,Male,69,1976-03-21,Structural Engineer,Manufacturing,Mass Customer,N,Yes,20.0,0 Debs Lane,3204,VIC,Australia,7,Silver,41,40-49
2761,2774,Danella,Chevers,Female,50,1956-07-28,Account Executive,Manufacturing,Mass Customer,N,No,14.0,23 Clyde Gallagher Alley,3840,VIC,Australia,1,Silver,61,60-69
2762,2775,Dael,Glentz,Female,40,1966-12-02,Account Executive,Manufacturing,Mass Customer,N,Yes,7.0,75642 Kinsman Terrace,4014,QLD,Australia,8,Gold,51,50-59
2763,2776,Tyson,Pearcy,Male,59,1980-08-05,Safety Technician III,Manufacturing,Mass Customer,N,No,16.0,9 Swallow Way,4115,QLD,Australia,7,Silver,37,30-39
2764,2777,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,N,Yes,1.0,39 Badeau Court,2572,NSW,Australia,8,Silver,20,20-29
2765,2778,Micheil,Pockey,Male,50,1978-08-13,Paralegal,Financial Services,Mass Customer,N,No,12.0,0 Summit Trail,2287,NSW,Australia,5,Gold,39,30-39
2766,2779,Douglas,Wrout,Male,54,1985-02-24,Actuary,Financial Services,Affluent Customer,N,Yes,11.0,5108 Springview Circle,2128,NSW,Australia,7,Gold,32,30-39
2767,2780,Papageno,Beare,Male,77,1985-11-16,Actuary,Financial Services,Affluent Customer,N,Yes,16.0,4362 Morningstar Place,4869,QLD,Australia,2,Gold,32,30-39
2768,2781,Linnea,Jeacop,Female,4,1997-09-01,VP Sales,Financial Services,Affluent Customer,N,Yes,5.0,99 Alpine Lane,3064,VIC,Australia,7,Bronze,20,20-29
2769,2782,Gillian,Scrimshire,Female,91,1988-05-11,Tax Accountant,IT,Mass Customer,N,No,12.0,39 Lindbergh Drive,2170,NSW,Australia,8,Silver,29,20-29
2770,2783,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,13392 Emmet Parkway,2171,NSW,Australia,9,Platinum,39,30-39
2771,2784,Thurston,McKennan,Male,6,1989-08-09,Geological Engineer,Manufacturing,Mass Customer,N,No,13.0,526 Schiller Road,4157,QLD,Australia,7,Bronze,28,20-29
2772,2785,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,Mass Customer,N,No,8.0,677 Golden Leaf Junction,4054,QLD,Australia,6,Platinum,36,30-39
2773,2786,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,N,Yes,11.0,59901 Bartelt Terrace,4069,QLD,Australia,9,Silver,49,40-49
